nationality,gender,age,overall rating,value for money rating,security rating,location rating,facilities rating,staff rating,atmosphere rating,cleanliness rating,text review
USA,Male,18-24,8.3,8,8,6,8,10,8,10,"first hostel experience, overall pretty good stay. was like a mix between dorms and a fraternity. nice n clean. secure lockers to stash away anything important.     definitely not a party atmosphere, nice and quiet. unfortunately i did not engage too much with anyone, likely because i slept in hung over pretty much each day and people went about their business.     the location is kinda ghetto, but oh well for the price.  lots of homeless roaming around."
USA,Female,41+,9.4,10,10,8,10,10,8,10,"nice place! i stayed there for 3 nights. lots of street noise, but it&#039;s in town so that was expected. clean. very nice staff! internet service was a bit sketchy. common room was clean. they were installing a new patio out back. looked like it is going to be very nice. loved my roommate! hurt my knee, and the guy at the front desk carried my bags to the bus stop for me on my last morning and got me on the right bus to take me to the airport. i would absolutely stay there again! "
Germany,Male,31-40,5.1,4,6,8,2,8,6,2,there seem to really live quite a couple of poor or homeless people who dont make this hotel feel really safe. my room and bathroom were dirty. there was rubbish under my bed. the common toilets were blocked very often. streetlight in front of my window but the blinds covering only half of the height of the window so not really dark in the night in my room and noisy music club in the same building or adjacent. impossible to sleep this way. a very bad experience.
USA,Female,41+,9.7,10,10,10,10,10,8,10,"great place to stay.  can walk to most tourist locations, including denver art museum complex, state capital, free city shuttle and local connection buses to other outlying areas.  easy to get to from either bus station or union sq.  easy shuttle from dia to dwntown for only $9.00.  5 blocks to most restuarants and bars in area.  near nightclubs, all swinging on friday/saturday/sunday nites. (so, don&#039;t plan to sleep those nights before about 3 am).  will definitely return during fall or winter. "
Netherlands,Female,25-30,3.1,4,2,4,4,4,2,2,"the place was dirty, the locks were in bad shape and the environment felt unsafe.  there were very little toilets and showers."
USA,Male,25-30,2,2,2,2,2,2,2,2,"this is a bad hostel, no one should even try it out at all. i could not make it to the hostel as i had to cancel my trip after which i tried the hostel line but no one picked my call throughout the moment i tried it. they later charged my card for $30.36 which was a transaction i never authorized.     please do not try this hostel, they are a scam!     "
Australia,Female,25-30,4.3,6,4,6,4,4,2,4,wasn&#039;t a good experience. staff were not friendly. the manager was absolutely useless and argued with us about giving us our key deposit back. we had cold showers for a week! wasn&#039;t pleasant at all. i&#039;ll never go back and i do not recommend. 
Brazil,Male,25-30,4.9,4,6,6,2,8,4,4,"nice staff.. mattress are terrible, shower is horrible, rooms extremely hot! location is good. "
England,Female,41+,8,8,8,8,6,10,8,8,overall a good place to stay. few more kitchen facilities would have been good
Canada,Female,41+,8.6,8,10,8,8,10,8,8,lovely staff. my room was clean and it was nice to have the option to book a single room with ensuite. i&#039;d love it if you could get the internet working. i could only connect very early in the morning for a few minutes and the same in the evening. the front of the hostel where my room was is on a noisy street just in case you are a light sleeper. i enjoyed my stay and would stay again. thank you. 
USA,Female,25-30,4.3,4,4,6,2,10,2,2,the staff was nice but the hostel was not.  there was a thick lining of dust on the radiator.  it had a dormitory feel to it which felt kind of dark.  i did not want to spend any more time there than i needed.  not really the best environment to meet new people which is basically the main point of a hostel for me.  the staff was very nice it just would have been a better experience if it the room was actually cleaned.
USA,Female,41+,8,8,8,10,8,8,6,8,"the hostel is convenient to everything:  good (as well as medium- and low-priced) restaurants, the art museum, capitol, public library, 16th street mall, excellent bus connections, etc.  if you can overlook the vagrants, who are everywhere downtown,  it&#039;s possible to say denver has at last turned into the hip city it always aspired to be."
USA,Male,41+,9.1,8,10,10,6,10,10,10,they could have warned us about early morning construction on property beforehand .    room was hot.    
India,Male,25-30,4.6,2,8,8,2,4,4,4,"they had my reservation for wrong  date when i arrived (12 july instead of 8 july 2017). had to wait for 90 min at the reception after the check in time to get a room. as an alternate, they gave  me a different room which had a single bunk bed. but that room had a little smell and it didn&#039;t look at all like the rooms shown in the pictures here. the plugin points in the room were not at a convenient place either."
SouthKorea,Male,25-30,6.9,6,8,6,6,10,6,6,"location is good when it comes to going to downtown and union square, however this location is quite noisy. they open the window the whole time because they do not have an air conditioner. actually i could not sleep well during the stay in this hostel. except this aspect, not bad hostel for a few days stay."
USA,AllFemaleGroup,18-24,3.1,2,4,4,2,2,4,4,"the staff was incredibly rude as soon as we walked in the door, and charged me for a towel, which i never received after asking multiple times. there was no air conditioning, and no bedding provided. the shower flooded, and the lighting in the batheroom was terrible. overall poor experience!"
USA,AllFemaleGroup,41+,7.7,8,8,6,8,10,6,8,this was my first time staying in a hostel.  traveled with my teen daughter  the room was ok.  bed was somewhat comfortable.  not my stearns and foster but we managed.  we had a sink in our room with a place to hang items.   there was no ac but the room had a ceiling fan and there was a additional mini fan we placed in the window at night to cool off the room.  the area was a bit sketchy but we ok.  used common sense.  shower and toilet areas were clean. clean and on budget.  
USA,MixedGroup,18-24,8.6,8,10,8,10,8,6,10,"other than a booking miscommunication which was resolved as best the staff could without a manager working, our stay was great. it was clean and pretty well-located - we were within walking distance of many things, including the free 16th ave mall bus, also easy to grab a lyft. no ac, but a window and a fan was enough. we didn&#039;t hang out there, but it was a good place to sleep, and was a better location than the other hostel downtown. would stay again!"
USA,Female,25-30,6,4,6,6,4,10,6,6,"it wasn&#039;t the worst...but it wasn&#039;t all that great either. missed the part about no a/c...so if you&#039;re staying in warm months, be very prepared for that. "
England,AllFemaleGroup,18-24,5.4,6,6,8,4,2,4,8,during our stay here the staff were not helpful and it always seemed like a chore when you asked them about something - ended up not wanting to ask them about anything. this was what we first came across so our initial view of denver as a whole was a little clouded.  unlike most hostels this one doesn&#039;t have a community feel to it. the shared areas were usually always empty and you&#039;re not allowed alcohol in there at all (which seems odd for a hostel in our opinion).  stay elsewhere if poss.
Australia,Male,41+,9.4,8,10,10,10,10,8,10,"helpful staff, plenty of advice on offer, restaurants near by."
USA,Male,18-24,10,10,10,10,10,10,10,10,really nice. 100% recommend 
Belgium,Male,25-30,7.4,6,8,8,8,8,8,6,"nice place to meet people, walking distance from downtown denver. facilities are ok but a bit worn down and not superclean. i would definitely return."
Germany,Female,25-30,4.9,2,4,6,2,8,4,8,- only cold water to take a shower  - internet wasn&#039;t working in the room.   - facilities very old.   - felt not safe there.     + kindness of the staff  + clean  + room size was big.   + a big refrigerator in the room. 
Australia,Female,41+,7.7,8,4,10,8,10,8,6,door only had one key lock no extra chain. window could not be locked and only had a thin flyscreens and outside was a set of stairs leading right up to the window. didn&#039;t feel that safe to be honest.    soap dish in shower needed for safety- slippery on bath floor as that&#039;s where it kept ending up.    otherwise happy with accommodation.
Brazil,Male,31-40,7.4,6,8,8,8,8,8,6,good price for the service that they offer!
CzechRepublic,Male,41+,8.6,8,8,10,8,10,8,8,"i spent 9 days in denver. since my late arrival (after midnight) to the 11th avenue hostel i was very friendly accepted and received all necessary information.  the hostel is idealy located to the center of the city with walking distance to many museums, galeries, state capitol and other places of interest. the valuables could be locked in the individually owned locker inside the sleeping room. kitchen is available, and i never had problems to boil my water for tea or coffee. maybe more mugs and"
USA,Female,31-40,7.7,8,8,8,8,8,6,8,"loved the old hotel feel of the building and the location is not bad either. the only thing that was missing was a decent social, meeting-new-people atmosphere and a comfortable lounge or common area for hanging out. i agree with other reviewers that 11th ave is run more like a hotel than hostel. for my purposes - a one night stop over between travelling - that was just fine, but if you are looking to stay long term and/or meet other backpackers/travellers, i feel like it could get kinda lonely."
USA,Female,41+,9.7,10,10,8,10,10,10,10,"the staff was amazing; friendly and helpful! the hostel is in a good neighborhood within walking distance to all necessities. i was in a 4-bed female dorm room and the space was huge; the largest dorm room i have ever been in complete with a bathroom, table and chairs, tv, fridge, and microwave. it was like an apartment. the only complaint i have was the bed - a really thin mattress coupled with a piece of bed. totally worth it since everything else was fabulous!"
USA,Female,18-24,9.4,10,10,10,8,8,10,10,"solid place to stay, very clean. sucks that there isn&#039;t designated free parking though, only meters. "
Canada,Female,31-40,4.9,2,4,8,4,8,4,4,"i was in a single room with ensuite bathroom.  the lock on the door was extremely poor and looked as though it was been damaged and poorly repaired. there was no deadbolt or chain on the door.  the room needed a thorough scrubbing and cleaning. the sheets were clean but the floor was stained in various areas, ripped and in need of repair.   the bathroom needed a good cleaning as well. baseboards and corners where filthy. the sink was badly rusted and the hot water took several minutes to flow."
USA,Male,25-30,7.1,6,8,10,6,8,4,8,"security: lockers too small.  location: great! center of &quot;golden triangle&quot; for museums, etc.  staff: younger staff were nice! the older, stout guy was kinda grouchy.  atmosphere: bland. just felt like a cheap hotel (it was).    suggestions: needs more tourist info and knowledgable staff - walking tours, bike tours, bars/breweries/club suggestions, happier and more atmosphere, community engagement, pub crawls, a bar with happy hour, events.    this place was more run as a cheap hotel than a hostel."
USA,Female,41+,8.6,8,8,10,8,10,8,8,check in was friendly and quick. they checked in my bad and held it for me while i went to my conference.  the room was clean and the showers were hot!  great value for the price. thanks!  
Germany,AllFemaleGroup,25-30,6.6,6,8,4,6,8,8,6,"hm, it was ok, but i expected more for the price. i didn&#039;t feel very safe walking in the early morning or after it got dark (lots of homeless people close by). i barely got some sleep on the weekend, as a bar and a club is closely and people on the streets were loud at night. yeah, i have seen never and cleaner hostels before. "
Canada,Female,31-40,9.4,10,8,10,8,10,10,10,"the aesthetics (read wall murals) are a bit strange though not off putting, but the place was extremely tidy, the staff very pleasant and helpful and the price was great. i was in a 4 bed female dorm. we had our own bathroom, a microwave, mini fridge, tv and dining table. the lockers in the room were great for storing valuables during the day. i didn&#039;t have a chance to explore much of the facilities so can&#039;t comment much on them. the only thing i would have loved is an early morning cafe."
USA,Female,31-40,10,10,10,10,10,10,10,10,"amazing staff. on the night of saturday, january 28 i got extremely sick and the two men working at the front desk went above and beyond their responsibilities to make sure i was well taken care of - they called an ambulance and gave me food to munch on. thank you so much. the location is absolutely fantastic, there is plenty of parking around the area, and the hostel is clean and quiet. can&#039;t say enough about this place. "
England,Male,41+,9.4,10,10,10,8,10,8,10,"the staff were without doubt the best i have encountered in my many stays in hostels.i arrived at 1000 am but checkin wasn&#039;t until 2 pm but they made an exception because i had been on the road for 4 days,tired,smelly and ready to drop.great staff and great value.will always recommend this place."
Canada,Male,31-40,7.7,8,8,10,6,8,8,6,overall great for the price. not really any complaints.
USA,Male,31-40,3.7,2,6,6,2,2,2,6,staff was rude. loud construction at 8 a.m. floors creeks horribly. expensive. overall all a horrible automosphere which makes european hostels look like modern era cathedrals. 
Mexico,Female,25-30,8.3,8,8,10,8,8,8,8,great place. pretty cool and friendly staff. 
Thailand,Male,31-40,8.6,6,10,10,6,10,8,10,i love the place . i love restroom so clean and good section . but when ppl. walked it make some noisey . but not a problem with that . living room is big and so relaxing . i love big screen lcd. tv.  
CostaRica,Male,25-30,7.1,6,8,10,6,2,8,10,the receptionist was super rude. no the black girl... she es awesome!!!! that the another one was always in bad mood and kissing with her boyfriend in front everybody i do not know if in her work time. terrible!!
USA,Male,41+,9.1,10,10,10,8,10,8,8,great location for anyone interested in denver&#039;s downtown museums (art and history) plus close to the downtown restaurant/nightclub/performing arts/shopping scene.
USA,Female,25-30,7.4,6,8,8,6,10,6,8,"this hostel had a weird vibe...it seemed that there were long term guests that live in the hostel, many seniors. i was not bothered by this but it should be noted that this isn&#039;t a youth hostel. the beds are the worst i&#039;ve ever experienced (sinking into the middle) and i&#039;m very low maintenance. anyhow it seems they are upgrading the space so i hope new mattresses are to come. on a positive note, the staff are incredibly friendly and the location is great for city exploring."
USA,Female,25-30,8.9,8,10,10,8,10,8,8,"solid dorm for price, great central location, got around everywhere with ease...had some interesting roommates, not really the typical hosteling type, more of people looking to rent for extended periods of time while they were getting back on their feet. would stay here again, but if you&#039;re looking for an extremely active hostel with lots of cool activities/to meet people, etc, this might not be your spot. staff were great though."
USA,Female,25-30,10,10,10,10,10,10,10,10,"i really enjoyed staying at this hostel. to be honest it really surprised me because it was really clean and the location was great. extra points for having mini fridge, microwave, and a small living room area. it also have a communal kitchen. i highly recommend staying here."
USA,Female,18-24,6.3,4,6,8,6,6,6,8,"the lobby of the hostel is nicely decorated, but the rooms could use an update.  it is clean, and the beds are comfy enough. however, my room had a dated mural, and the furniture looked like it was picked from someone&#039;s curbside. the couch was very worn out. the tv had no remote. the windows in my room were misaligned, so it let in a lot of noise (could very clearly hear outside pedestrian/ vehicular traffic).   if you are not looking for anything special, then this is a decent place to stay."
USA,Female,25-30,8.9,10,8,10,8,8,8,10,great value for the price!
USA,Male,41+,7.7,10,6,8,6,10,6,8,great friendly staff.  but older building needs repairs. still a great value for low budget.   bathroom needs:  door threshold repair (screws sticking up)  leaking faucet repair  sink stopper and sink rust removal  bathtub mat and grab bar to prevent falls  mirror over sink to shave  towel bar or hook  room carpet has sandwich size hole  window needs seal to stop some street noise when closed
Spain,Female,31-40,9.7,10,8,10,10,10,10,10,awesom. i am looking forward to coming back as soon as i can
USA,Couple,41+,8.3,8,6,10,6,10,8,10,this was our first hostel. we don&#039;t have any comparison to other hostels. it was noisy outside but too warm inside to keep the windows closed. otherwise it was ok.
USA,Male,41+,7.4,8,8,8,6,8,6,8,old building but clean. just microwave in kitchen. does not seem to be a travelers hostel but more local people. bunk beds old that squeak and rattle
Australia,Female,25-30,9.7,10,10,10,10,10,10,8,"fantastic place to stay at! it was close to the city centre, there was wifi, fridge,ensuite and tv in each room. i felt like i was at a classy hostel! staff were very helpful and friendly. "
USA,Male,31-40,2,2,2,2,2,2,2,2,absolutely horrible.  requested a bottom bunk and when i got back for the night someone was sleeping in my bunk.  the front desk would not do anything about it.  pillow was as comfortable as a blanket would have been.  ended up checking out the next morning and booking a new place.  this place is the worst hostel i have stayed in anywhere in the world.  
Germany,Male,41+,7.4,6,8,8,8,8,6,8,"helpful staff tries to help with finding places for whoever looks just a bit disoriented. the place is rather old, but refurbished. rooms to the front and side street get lots of noise until early morning hours from traffic and nightclubs.  between the place and downtown there&#039;s a park frequented by drug users and homeless people - not necessarily something for everyone to pass through."
USA,Female,31-40,10,10,10,10,10,10,10,10,"great location right downtown. 5 minute walk to 16th street mall area. there&#039;s a free bus that circles around downtown. close to museums, restaurants and music venues. no stove/oven, but a toaster oven and a refrigerator. the showers were really clean. no flip flops needed. the staff were all super friendly. i&#039;d stay there again."
USA,Male,18-24,10,10,10,10,10,10,10,10,"great place, great location, friendly staff, thank you."
USA,Female,18-24,9.4,10,10,8,10,10,8,10,"there is another hostel in denver that is closer to downtown, but it can&#039;t beat the value of this. i was alone on my trip, and never once questioned my safety. the beds were comfortable, and bathroom clean. the staff were really friendly, and always willing to help when i needed it. i stayed in a female dorm, so i can&#039;t attest to the cleanliness of other room types, but i didn&#039;t see anything awry while walking around. very close to several restaurants. great value, and would definitely recommend"
USA,Female,41+,9.1,10,10,10,8,8,8,10,i wanted a place near the denver art museum that did not cost an arm and a leg and the 11th ave hotel was the place! i took the train and &quot;0&quot; bus   to the 11th street hotel and it was easy.the bathrooms are clean but the furniture is past it&#039;s prime but comortable. i felt comfortable there with the   usual precautions you would take anywhere. i am a light sleeper and asked for a room off broadway and it worked out fine. i would return.
Australia,Couple,25-30,6.9,8,6,10,6,6,6,6,simple and basic accomodation in a great location. similar to hostel accomodation without the sociability and facilities (kitchen) of a hostel. 
USA,Female,31-40,10,10,10,10,10,10,10,10,"awesome hostel! probably one of the best hostels i&amp;#39;ve stayed in. i was in a 6 bed shared girls dorm. it had a sleeping area on one side and a tv, chairs, vanity, and fridge on the other as well as a private bathroom for the room. very spacious, which is unusual for a shared dorm. lockers with locks were even provided. just a good place. staff was friendly and knowledgeable. the only thing they don&amp;#39;t provide is a towel- there is a $3 (i think) cost for it. i remembered to bring one thought. "
England,AllMaleGroup,25-30,7.4,10,8,6,8,4,6,10,"all good apart from a few nutters hanging around, also a certain 29 year old receptionist could also be a bit abrupt at times."
USA,Female,25-30,5.7,6,6,8,6,4,6,4,"this hostel was in a very good location. the reviews and photos online looked good, but we were a bit disappointed. the common areas were limited, small, and seemed unused. the staff member who greeted us was a bit short-tempered. the room we stayed in had a strong smoke odor. we were looking for something more affordable than a hotel, but this felt like it was barely cheaper and was missing a number of amenities (like towels, for example) that it seemed reasonable to include for the price."
USA,Male,31-40,6.6,8,8,6,6,8,6,4,"cheap place, but it has a lot of long term guests and the rooms smell like old gym socks and stale sweat."
Brazil,MixedGroup,25-30,5.7,4,6,8,6,6,4,6,"i had some issues with my reservation. it was made for three people in a private bedroom. however, when we got to the place, we were assigned to a bedroom that could fit only two people and that they did not have a three bedroom spot. &amp;#34;the hostelword website always make this mistake&amp;#34;. we were forced to pay a little more money to get a different private room."
Australia,Female,18-24,9.7,10,10,10,10,10,8,10,"great hostel in great location. easy to access the city centre. room was more like a hotel room which was really comfortable and nice after travelling for a while. staff were very helpful. only critique is that the wifi wasn&amp;#39;t always working the best at nighttime, and people tended to stick to themselves outside of the room. "
Australia,Female,25-30,5.4,4,6,6,4,6,6,6,no air con or ceiling fan - just a tiny table fan. the room was hot during the day &amp; night.   wifi kept dropping out.  a light from a storage room right next to ours was left on 24/7 so our room was bright all night due to it coming through the connecting bedroom window.  staff were nice &amp; location was close to 16th street mall so very convienient.  
Netherlands,Female,18-24,5.1,4,6,6,6,6,4,4,"since the hostel is also a hotel the lobby is like a hotel lobby and there is no common room,which makes it hard to meet other travellers. especially since e.g. a fridge is in the room. i don&amp;#39;t think there was a kitchen. the stairs to my bed were broken and though the facilities were alright i felt that they were overpriced.. staff was adequate but nothing more than that. one night one of my roommates put their mattress on the ground and left it there. though that&amp;#39;s not the hostels fault ofc"
USA,Male,25-30,8.9,8,8,8,10,10,8,10,"the service, staff, accommodations - everything was great. everything except the dorm full of drunk twenty-something beckys adjoining my room. that cackling horde was up until 3 a.m. just being generally awful. reflecting on that cacophonous bunch - the clank of glass bottles turned missiles crashing into waste baskets and walls, the wall-shaking thump of malnourished bodies slamming full force against the door partitioning our rooms - i&amp;#39;m sure a gang initiation would have been more peaceful. "
Italy,Male,18-24,6,8,8,8,4,2,6,6,"the young women at the reception was just super stresssed and extremely unfriendly. had nevwe such a bad experience at a chwck in. the lady has either psychical issues or at least the wrrong job. rooma were ok, though a little smellly. location is good, bad facilities"
USA,Female,18-24,8,8,8,10,8,10,6,6,"ended up getting upgraded to a private room with my friend, which was a very nice surprise! the guy at the front desk when we checked in was very friendly and helpful as well. "
Croatia,Male,31-40,7.7,6,10,6,8,8,8,8,"the hostel is directly on the traffic avenue so if you don&amp;#39;t have earplugs or you are drunk or druged, you will not be able to sleep.  otherwise it was ok. also to less toiletts."
USA,Female,31-40,9.4,10,8,8,10,10,10,10,"staff was fantastic, room was clean, and community bathroom &amp; showers were well stocked and clean. super satisfied with everything; i would definitely stay again the next time i&amp;#39;m in denver :)"
Ireland,Male,18-24,5.4,6,4,10,6,6,2,4,"i had a really bad experience with this &quot;youth traveler hostel&quot;. i was put into a 12 bed dorm even though i booked into a 6. it seemed as though a number of the other occupants in the room, gentlemen in their 50&#039;s, were long term renters, far from the &quot;youth travelers&quot; i was expecting. there was even one guy who appeared to have an ankle bracelet on! the room smelled terrible, i only had one piece of bed linen and there was zero ventilation. i endured 1 night of my scheduled 3 and got a refund!"
USA,Female,18-24,6.6,6,6,8,6,8,4,8,"overall a decent place - only a few minor upsets. there was no air conditioning, only a little fan and the window open. i stayed in the middle of july when it was very hot outside, so that made it difficult to sleep. but if you stay during a cooler time of year you would be just fine. since we slept with the window open, the loud music from the bar down the street made it difficult to sleep too. i never saw anyone hanging out in the community room, which was a bummer. enjoyed my stay though."
USA,Female,25-30,7.7,8,10,8,8,6,4,10,hostel was okay. air conditioning would have been better versus just a fan. it was inconvenient to leave the window open to air out the room because there&#039;s a lot of loud motorcyclists and cars that drive through broadway at night.   it seems like there are people that live in the hotel portion of the building. weird vibe. would probably spend a extra couple of bucks to rent an airbnb next time. 
USA,Couple,25-30,5.1,4,6,8,4,6,4,4,"it was just barely alright overall. although no ac in the private room, an extremely loud fan, hot during the night leaving me with no option but to leave the window open. it was very loud outside. the bed has plastic under the sheets and was below average in comfort. kind of expensive for what i got in my opinion. very good, central, downtown location though!"
USA,Male,41+,4.9,6,6,6,6,2,2,6,"the at this location refused my reservation, because i was only to stay 14 days.  i am working veteran, so this tells me that your organization has respect for us veterans, now that i am homeless, because i not afford the unreasonable hotel rates.  also i was not able to my deposit return to me.  what a scam!!!!!!!!!!!  i recommend that any stay at this hotel.  especially since your organization hates or has respect for veterans, who have served this country."
SouthKorea,Male,25-30,6,4,6,10,4,10,4,4,ok with me
USA,Male,41+,7.1,8,10,8,4,6,4,10,"not a bad place for a cheap private room, but needs improvement. the common bathrooms need more hooks for clothes and some towel racks. the &amp;#34;kitchen&amp;#34; has a microwave nut no stove top or oven and lacks even a water boiler for tea. the no guests ever policy caught me off guard since i had paid for a double room, many of which were occupied by two people. my one friend had to sneak past the surly night manager and up the stairs to stop by for 10 minutes. "
Canada,Female,31-40,6,4,6,8,4,10,4,6,bare minimum hostel. decent location just out of the downtown core. staff was extremely helpful and nice. bathrooms and showers and a little worse than expected but not unusable. 
Australia,Female,31-40,6.6,8,10,10,4,4,4,6,"hostel was in great location. dorm room was massive with own tv, fridge, microwave and bathroom. good security lockers in rooms. no a/c and it was very hot in the room with only a tiny fan. staff were not very helpful with info on local area and attractions. kitchen was not well equipped. no atmosphere. "
England,Female,25-30,9.7,10,10,10,10,10,8,10,"after reading the reviews of this hotel/hostel i wasn&amp;#39;t expecting much and was slightly worried about what i would get when i arrived. i can happily say i was pleasantly surprised by everything. i was greeted with some fantastic and very helpful staff. the building massive with very high ceilings. the dorms have a private bathroom, fridge, microwave and living area in each dorm. so it was like a mini apartment for 6 ppl. very clean and private lockers next to beds. i would return. "
Serbia,Female,41+,5.4,6,6,6,2,10,2,6,"the location of a hostel is good regarding downtown and museums, and the stuff was helpful. the rooms seem safe the overall room appearance low but clean sheets and clean bathroom the common living space is not good at all, they let all the kind of people getting in and i did not use it. i left the hostel after first night..."
USA,Female,31-40,8.9,10,8,8,8,10,8,10,"great budget option in denver with easy access to downtown. there are several options for dining within a block of the hotel and a corner market next door. a bikeshare dock is across the street, so you can easily bike around town. there are also several zipcar spots nearby, so getting out of town is relatively easy. i had a single ensuite room. be advised, the bathing facilities ensuite amounted to a tub only. bring shower shoes and a towel. i didn&amp;#39;t know there was common room available to relax"
Australia,Male,25-30,4.3,4,6,8,2,4,2,4,felt like more of a halfway house with a few travelers in it. useless kitchen facilities you will be eating out 3 x meals. stay here if your going through a divorce and need a cheap place to stay.
Canada,Male,31-40,8.6,10,8,8,10,6,8,10,"had a good stay at the hostel/hotel combo. because it was a combination hostel/hotel, there wasn&amp;#39;t much of a community/backpackers vibe to it. my only complaint was that i was charged tax on on top of the balance that hostelworld said i would be paying (which explicitly says includes tax). essentially i paid tax twice here. the girl that checked me in around 11pm barely seem interested at all in helping me.the girl that checked me out wasn&amp;#39;t able to help but gave me a card to contact the manager"
USA,Male,18-24,4,2,2,6,4,4,4,6,everyone can walk in the hostel without a problem. rather expensive. poor facilities. no breakfast. 
Germany,Female,18-24,9.7,8,10,10,10,10,10,10,"i stayed for three nights, and we had a great time! such a good place, everything was clean, service was perfect and the rooms were comfortable! "
USA,Female,25-30,7.1,8,6,8,8,10,4,6,"shabby, though technically clean; never felt very comfortable walking touching things in the bedroom, however. very helpful staff and good location, but the windows faced broadway and it was very loud. even when i closed the lower part of the window, i realized that the upper part of the window was not blocking noise. the helpfulness of the staff was worth the visit."
England,Female,31-40,7.4,8,8,8,6,6,6,10,"agree with other comments that it&#039;s not really a backpackers hostel, and all sorts of people seemed to come and go. having said that, it was clean and my four bed dorm was massive with a tv and a couch. bunk beds were metal and super squeaky though, thankfully the room wasn&#039;t at full occupancy. microwave in room, which roomie used at 4.45am! i would stay again as it was clean, and fairly easy to get to by public transport but would suggest microwaves really don&#039;t belong in bedrooms."
USA,Male,25-30,3.4,4,4,6,2,4,2,2,"felt very sketchy the whole time. sorry, most likely won&#039;t be back."
USA,Couple,18-24,8.3,10,8,8,8,10,8,6,"this place was great value for your money and the staff was very helpful and friendly. the location was just a few blocks from downtown denver, so it&#039;s great for exploring the city. it was also a plus to have your own bathroom and tv in room. rooms are average, but overall a good experience at 11th avenue hostel, and i&#039;d stay there again."
USA,Female,41+,5.4,4,4,8,4,6,4,8,"borderline homeless shelter. my dinner was stolen new years eve. i am not sure the parents of young people woudl feel secure allowing theri kids to stay . ,,, cost of doing business are sufficient dishes, cups, mugs and clean towels everyday.  the toaster oven was dodgy, the microwave not powerful enough for the high volume use.  a stove should be a given for a hostel this size. word is changes are in the future that may alleviate some of the security issues."
USA,Male,31-40,8.9,10,8,10,8,10,8,8,fantastic hostel. the staff were super helpful and friendly. clean rooms and beds. nice hot showers and lockers were available in the male dorms. sadly out of no fault of the hostel there are smelly potheads. it&#039;s all non smoking but potheads wreak. don&#039;t leave food out. it&#039;ll disappear! 
USA,Female,25-30,10,10,10,10,10,10,10,10,"within walking distance to literally everything - just a couple blocks from dam, a few from 16th avenue mall... great location. yes, it can be loud on saturday nights, but what do you expect? it&#039;s downtown. no frills, but it&#039;s clean, and lockers are provided. beds are typical dorm bunk beds - they&#039;re comfortable! i&#039;d definitely stay again."
USA,Male,25-30,7.7,6,8,10,6,10,8,6,first time in colorado and i decided to stay at this hostel. it was great. i arrived at around  12:30 am and we were greeted by the front desk who was very warming and accommodating. the front desk noticed i  made a mistake while booking which he quickly fixed. towels are $3 a pop which is refundable upon return of the towels. the hostel is a very old but sturdy building. the rooms have actual keys and no key card. that didn&#039;t bother me at all. the neighborhood it&#039;s located in has everything.
USA,Male,41+,5.7,6,8,6,4,6,4,6,there was no shower instead there was a old fashioned bath tub. the tv was an old style also. the room was kind of dumpy. there was a lack of restaurants in the area. it was a 15 minute walk to the convention center. the heat came through an old fashion radiator.
USA,Female,18-24,8,8,8,8,8,8,8,8,"i was in town for a convention and the location was great.  i had a 15 minute walk to the convention center through some of the civil buildings and museums in denver. the facilities were what i expected since this was a hostel. i stayed in a 6 person female dorm. my biggest complaint was that the building was hot. there were a couple of fans and you could open one of the windows, but it was hot. overall, the hostel was a good price and pretty consistent with what the reviews said."
Germany,Female,25-30,7.1,8,8,8,6,8,6,6,mostly nice and helpful staff
USA,Male,25-30,6,8,6,8,2,8,4,6,good place for the price.
England,Male,18-24,7.4,8,8,10,6,8,6,6,"this is essentially a hotel, not a hostel. there are some big rooms with multiple beds but it&#039;s still just a hotel. no real facilities but the locations makes up for it. it advertises no parking but they own a parking lot one block away and you will be able to park there. would stay again."
USA,Male,31-40,7.1,4,8,10,4,6,8,10,"accomodations were clean and accessible.  misplaced a coleman led backpacker&#039;s headlamp and would like to have returned if found.  4510 harmony road helena, mt 59602."
USA,Male,31-40,8.6,8,8,10,8,10,8,8,"11th ave hostel is good for the money ,great location,close to things,helpful staff,good times"
Mexico,Male,25-30,4.3,4,6,4,4,6,4,2,the bed had plastic covers on the sheets. that is a red flag classic for bed bugs!
USA,Female,25-30,6.9,6,8,10,4,8,6,6,the plastic cover on the mattress was super loud!! very hard to sleep
England,Male,18-24,7.1,6,8,8,6,10,6,6,"the staff were really nice and i did really enjoy my stay but there were a few places that let it down a little. firstly the common room is a bit boring, not really a lot going on so rarely ever busy. could do with a pool table or something similar. the cleanliness of the room was very good, it was just the communial showers and rest rooms were not the best. and the wifi worked okay when i was in the lobby or halfway up the stairs to the first floor but thats it. not well in my room on 1st"
England,Male,18-24,4.6,4,4,6,4,8,2,4,"this hostel is more of a hotel - the kind of hotel that you rent by the hour rather than sleep in.  the location is half decent and the staff are very friendly and helpful.  the beds are cramped and uncomfortable, the rooms are generally shabby and there is no ac which makes warm nights uncomfortable. the rooms are not throughly cleaned and the small number of bathrooms to guests is a problem.  over all - i wouldn&#039;t recommend. "
Sweden,Male,41+,5.4,4,8,8,2,8,4,4,"it was my worst hostel i have been to, didn&#039;t like it, very, very noisy outside from the street, very bad then you have a room next to the street. don&#039;t stay here if you are in denver, try to find another place, i will not stay there if i coming back to denver!"
