nationality,gender,age,overall rating,value for money rating,security rating,location rating,facilities rating,staff rating,atmosphere rating,cleanliness rating,text review
Canada,Male,18-24,9.7,10,10,10,10,10,8,10,"this hostel was very well run, a lot of good extras like free breakfast as well as free taco night/free beer. the 5$ spaghetti and lasagna were very good. close to everything!"
Brazil,Male,18-24,9.1,10,10,8,10,8,8,10,"i really enjoyed my stay here. the hostel is really chill, staff is very friendly and there are always activities going on. my room and bathroom were clean, as was the common kitchen. i didn't have the chance to have dinner there, but the breakfast is very good.  subway is two blocks away and it is pretty easy to get there."
Australia,Male,18-24,9.7,10,10,10,10,8,10,10,"a fun place to stay! big rooms, friendly staff and great events!"
Australia,MixedGroup,25-30,9.7,10,10,10,10,10,10,8,loved the atmosphere and availability of facilities. the staff were friendly and approachable
USA,Male,31-40,9.7,10,10,8,10,10,10,10,"go here to have a good time this place is great!     really close to the hollywood stuff i wasn&amp;#39;t there to visit, close to jumbo&amp;#39;s clown room and a great thai restaurant (not the one on the same side of the street, the other side.)"
USA,Female,41+,8.6,8,8,10,8,10,8,8,"it's was what i needed for the shirt period of time i spent, however ,i wish the beds were single and not bunk beds.."
China,Male,18-24,9.1,10,10,10,6,10,8,10,my bed is too high and it's not easy for me to climb
USA,Female,18-24,7.1,8,10,10,4,6,8,4,the bathroom did not appear to have been cleaned in a while and i had to unclog the drain on my first day there in order to use the shower.
Brazil,MixedGroup,18-24,8.3,10,8,8,8,6,10,8,some of the guys that work there were hitting on the girls in our group and this made them feel very uncomfortable and harassed.
Taiwan,MixedGroup,18-24,6.6,8,4,6,8,6,8,6,"location isn't bad but need to take bus or uber to hollywood avenue. do not have many restaurants near by. some free activities during the night, ex: free bbq, free shuttle bus to universal studio. however, the locker in the room is useless."
Germany,MixedGroup,25-30,9.7,10,10,10,10,10,10,8,"we really much enjoyed our stay! great location, friendly staff, nice rooms and good price, and with included breakfast!"
Netherlands,Female,18-24,8.6,10,8,6,10,8,8,10,"one of the better hostels i've stayed in. they have great free facilities and the rooms are big and clean. there is a kitchen and bathroom in the room which is awesome! the location is all right, even though you're staying on the hollywood blvrd it's still a half an hour walk to downtown hollywood."
USA,Female,25-30,8.6,8,8,8,8,10,10,8,this hostel is in hollywood and its not far from the walk of fame. it is not far from bus stops or the metro.  there are also events scheduled everyday which helps keep you busy if you have no plans.
Australia,Male,31-40,8.6,10,8,8,8,10,8,8,"a really good hostel located near the main section of the hollywood boulevard. obviously an old hotel that has been turned into a hostel which is great cause each room has a kitchen and bathroom. facilities were good and atmosphere was good for the younger crowd i suppose. can be noisy at night but they crank the music off before midnight, so all sweet."
Canada,Female,18-24,10,10,10,10,10,10,10,10,best hostel ever!!! made our stay in la unforgettable. nights out are so much fun and location is perfect. lots of activities and free shuttle around the city. good breakfast with nice varieties! will always come back there when i got to la!
Mexico,Male,25-30,8.9,8,8,8,10,10,10,8,"great ambient and common areas, i stayed at some other hostels during my trip but for some reason people in this one seem to be more friendly and party people. great location for the most touristic attractions in  los angeles. the breakfast was one of the most complete i get during my trip also."
Argentina,Male,18-24,10,10,10,10,10,10,10,10,nothing to complain about. i even decided to stay an extra day.
Denmark,Female,18-24,5.1,4,6,6,6,4,4,6,"karaoke night isn't fun for the rest of the guests not participating.   unipersonal staff in reception, but nice at breakfast"
Russia,Male,31-40,9.4,10,8,10,10,8,10,10,one of the best hostels in usa i ever stayed.
Ireland,Male,31-40,7.7,6,8,8,6,10,10,6,the place had great atmosphere with parties twice a week including bbq.  i liked the idea they brought you to the other hostel they have for the party and vice versa.  one thing i did not like is it wasn't clean with cockroaches climbing the walls beside where you sleep so i wouldn't be staying there again.  prefer to pay little extra for a cleaner place. 
Australia,Female,25-30,9.1,10,8,10,8,10,10,8,"great hostel, very cool vibe and great nightlife activities, good location. coming into the cooler months i think you need to provide more than just sheets on the beds, it gets cold at night!"
Australia,Male,18-24,8.9,8,8,10,10,10,10,6,"a fantastic hostel right in the heart of hollywood, la. every night they organized social events which even sometimes included free food, alcohol and comedy! definitely one of the friendliest group of staff members i've found. only issue was some of my friends were in a really grungy room where they fit 14 people across two connected rooms which reeked constantly."
USA,Male,31-40,8,8,8,10,8,10,4,8,"very loud, even in your room with doors/windows closed. recommend to bring ear plugs. if you are not a partier, this is probably not a good hostel for you. it was a bad fit for me."
SouthAfrica,Male,25-30,8.9,8,10,10,8,10,10,6,we enjoyed our stay in the hostel. it is located in east hollywood close to all the main attractions. hollywood/vine metro station is also just 3 blocks away. the rooms were nice and each one has its own bathroom and kitchen. the overall atmosphere in the social area is also great and we met quite a few great people!
USA,Male,18-24,10,10,10,10,10,10,10,10,"first time in a hostel and it was one of the best experiences i've ever had. endless activities, amazing people, and great staff. will be staying here again asap "
Mexico,Male,18-24,8.9,8,10,8,8,10,10,8,"party hostel if you're looking to sleep at least 6 hours per night, do not stay here! but if you're looking for having a great time, socializing, meeting great people and partying around, this is definitely the place. all of the staff are mega friendly and fun, they do a great job. the beds are noisy and there's plenty of noise even late at night. very fun hostel. they provide 3 mac computers for us to use, they also offer some free open bar nights which are amazing and have different activities"
Norway,Male,18-24,10,10,10,10,10,10,10,10,excellent hostel in every single way!
England,Female,31-40,9.7,10,10,10,10,8,10,10,"excellent hostel with a great vibe, always something going on."
Finland,Couple,18-24,6.6,6,6,8,8,6,6,6,"it really is a party hostel with lots of activities and stuff, but the music is very very loud and it plays very late, so it's hard to go to sleep before the party is over. breakfast is just cereal and toast and coffee, and since the vending machine was broken there wasn't any bottled water in the whole place. lockers are super small and the beds are shaky. everything is ok clean and ok condition, but nothing is too special."
Spain,Male,31-40,8.6,8,8,6,10,10,10,8,"great hostel to stay at. wonderful staff,facilities and atmosphere. they even let us to stay in the common room till late drinking and talking. definitely a must."
Australia,Female,18-24,9.4,10,10,10,8,10,10,8,"great place! on the saturday night you can pay $15 and get dropped off at another hostel for a party with free drinks (spirits and mixers!) and appetisers. i can say that i was smashed when leaving so the drinks and value for money. also gets you into a cool club downtown for free. very sociable place, very easy to meet people as there is a lot of common space. the guy with the beard at the front desk is amazing - our booking was wrong and he sorted it all out and went above and beyond for us :)"
Australia,Male,25-30,7.1,4,8,10,6,6,10,6,rooms have kitchen/dining areas and good size bathrooms but there is no aircon and the beds are very wobbly squeaky metal bunks wit uncomfortable mattresses.  common area does free food some nights and free drinks all night some nights as well which is incredible.  i left early because i was sleeping terribly in the heat and had a top bunk which meant everytime i moved even slightly i would make heaps of noise.
Netherlands,Female,18-24,7.1,6,8,8,6,8,8,6,"if you come to hollywood to party, this is the place to be!. else you can better find a different overnight stay."
Australia,Male,18-24,8.6,8,10,6,8,10,8,10,"great location if you want to be in the middle of hollywood, was a bit hot when we stayed which made it hard to sleep as the sun sets on most the rooms. was clean and the comedy night was mint but would stay at west hollywood banana bungalow if your looking for more vibe and atmosphere."
Germany,Female,25-30,6.6,6,6,6,6,8,8,6,"the stay was nice, such an all the people around.  the room wasn&amp;#39;t ba, you habe your own bath and kitchen, wich was very nice."
England,Male,25-30,8.6,10,8,8,10,8,8,8,"great hostel and a lot of fun, only negative thing for me was that the staff thought my bed was empty and gave it away to another guest and through out my towel and shorts in the process."
Lebanon,Male,25-30,10,10,10,10,10,10,10,10,"perfect hostel. very large rooms with their own kitchen and bathroom. lots of common area, people are very friendly, a lot of meetups, programs and free tours. perfect location. the place to be in l.a. without any hesitation!"
USA,Female,18-24,9.7,10,10,10,10,8,10,10,"great hostel with a cool atmosphere! the location is ideal!  was just a little put off by the lady at reception who seemed bothered every time i asked her a question! however, how definitely stay here again and would definitely recommend to others."
USA,Female,25-30,8.6,8,10,10,8,8,10,6,"if you plan on partying until wee hours in the morning, fine. if you want peace and quite this is not the place. parties went until 2 am,  constant roommate changes (more often then normal), over price excursions. didn't bother me as i was on vacay and had a car to do my own thing (which i strongly recommend doing). the breakfast was a joke, so don't get your hopes up. 3 types of bland cereal or bread with jelly, coffee or tea and banana or orange. -_-  no juice, so don't ask.  overall its okay."
Germany,Female,25-30,6.9,6,8,8,6,8,8,4,"upon our departure there was one guest / employee (he had a broom in his hands) who was really obtrusive. you asked us couple of times if we can take him with us for 40 bucks and also walked infront of our car. i already saw him once i checked out in the entrance room, but the employee behind the desk just laughed at him..."
NewZealand,Female,18-24,8.3,8,8,8,10,8,8,8,it was a convenient place to stay for a night. easy to find and everything you needed was in your room. it was interesting though to be put in a mixed dorm full with males and being the only female - surely they would have considered it before putting me in there. but it worked out okay.
Canada,Female,18-24,4.6,4,4,8,4,6,4,2,"me and my friend had done hostels in vancouver, seattle, portland, san francisco and santa barbara at this point and this was by far the worst. if your younger and just want to party and don't care about cockroaches in your room then this might be an ok place for you. we checked in at 10 and checked out a 1030 because it was so horrible. they said they would give me my money back for the inconvenience but ended up double charging me. still trying to get my money back from september..."
Lithuania,AllMaleGroup,18-24,8.3,10,8,8,6,10,10,6,"nice hostel at the end of hollywood boulevard. location wise at night you can meet various types of people, looks safe but wouldn't wonder far from the main street. atmosphere at the hostel was awesome, however cooling in the room was just a warm breeze in the room. rooms large and had kitchen and bathrooms. very pleased with the stay"
Brazil,Female,25-30,7.4,6,8,8,8,10,8,4,i stayed at banana bangalow west in a private room for 4. overall the hostel offers a fair value for the money and staff is really attentious; however my biggest complaint is regarding the cleanliness of the room. i had trouble with some bed bugs (3 out of 4 girls in my room had it) what caused me a big injury and marks all over my body. back to my home town i had to go to the hospital and today (1 week after my return) it is still very bad. hostel staff should give more attention to it.
Poland,Female,18-24,10,10,10,10,10,10,10,10,"awesome hostel with a cool party vibe! ideal location, good breakfast, good wifi, spacious room and really friendly staff.  i'll definitely stay here again when i come back to la"
England,Male,25-30,5.7,4,6,10,2,6,6,6,definitely avoid unless you want a party hostel. 
Brazil,Male,25-30,7.1,8,4,10,4,6,10,8,"breakfast was not so good ! staff was a little unattentive, but the ambience is awesome ! great place to mwet people and party!"
Brazil,Male,25-30,3.1,2,2,6,2,6,2,2,"hostel was disgusting! we found roaches in the closet and in the bathroom and the guys were complaining about bed bugs!! seriously the dirtiest hostel i've ever stayed at and i usually don't complaint about anything.    also, the kitchen inside the rooms made for a horrible smell in the room. they advertise that as a positive thing but its not!!people were boiling chicken and the whole room smelled horrible.    def will never stay there again. be ware!"
Hungary,Female,18-24,9.7,10,10,8,10,10,10,10,"so nice i extended my stay for the rest of the week! then again, it also really depends on the company."
Canada,Female,18-24,8.9,8,10,8,8,8,10,10,"i stay with this hostel at least 3 nights everytime i come to hollywood. if you are a first time traveler, book with this hostel. the staff is so friendly and welcoming and they put together all kinds of fun nights out. if you dont meet at least 3 people who will be potential friends, you must be hiding in your room and not trying to have fun. good vibe only here! :)"
Brazil,Female,25-30,10,10,10,10,10,10,10,10,the long hair guy who works there is so nice and friendly! i highly recommend this hostel.
Brazil,Female,25-30,10,10,10,10,10,10,10,10,best hostel ever! :)
NorthernIreland,Female,18-24,9.7,10,10,8,10,10,10,10,really enjoyed our very first stay in a hostel!!
England,Male,25-30,8.6,8,8,8,8,10,10,8,"very good atmosphere. lots of young people looking to party, which was exactly what we wanted. good size room with private bathroom and kitchen."
Australia,AllMaleGroup,18-24,7.1,8,6,4,8,10,8,6,"excellent hostel, great facilities and party room. would go back there!"
Australia,Female,18-24,6.9,6,8,8,6,6,6,8,"i didn't exactly have the most pleasant stay - the staff were having their own conversations with others in reception while i was checking in, the breakfast was minimal, i wasn't really told about the facilities available and i came back to my room at 1am to find someone in my bed and a note on the door saying 'angela, please come to reception asap'. i had been moved rooms without notice so had to collect my stuff (which was all across the room), remake my bed etc. which was very inconvenient."
USA,Male,25-30,8,8,8,8,8,8,8,8,"the staff worked together to provide great service! each individual was helpful, minus the guy checking us in. breakfast was fantastic, and the atmosphere was great! i appreciated that we did not need to worry about what time we came in at night.     parking was rough. we usually had to park right next to the facility as the lot was full at night. still, definitely a secure area and worth your money.     i recommend this hostel, and i look forward to future visits."
USA,Male,18-24,10,10,10,10,10,10,10,10,very cool place has its own parking inside. hostel room had kitchen and bathroom. nice towels fluffy unlike most places. laundry on site and breakfast. it's near the hollywood sign. the guy who checked me in i think oscar was his name explained everything well and was cool about everything.  this is a great value one of the best i've been to.
USA,Male,25-30,8.6,8,8,10,8,10,10,6,very well run hostel. good events! the beds were awful though....
Greece,Male,25-30,4.3,2,4,6,4,2,6,6,"the property itself is not bad the rooms are decent and well furnished although the blinds are destroyed in most of the rooms and privacy is not present. they have a good shuttle service and decent food. however, the staff are terrible: unhelpful, rude and only interested in hitting on female guests. although there was too large a number of staff on the property (there were actually too many compared to the guests) present in the property they were not doing their job properly."
England,Female,18-24,9.7,10,10,8,10,10,10,10,"really great place to stay! lovely staff and lovely people, great for a solo traveller. had good security and comfy enough beds with hot showers. can't complain at all!"
Australia,Male,18-24,10,10,10,10,10,10,10,10,"easily the best hostel i've stayed at . staff were great , breakfast and dinner good and great location . will come back for sure ."
England,Female,18-24,7.7,8,6,8,8,8,6,10,"hostel clean and tidy. as the rooms all have individual kitchens it's not as social as some of the other hostels i have stayed in. good amount of activities going on, and hostel organises free shuttle rides to various places too which is really good. on hollywood boulevard but will take about 30 minutes to walk to the main theatres etc. much better location than the west hollywood banana bungalows. "
Australia,Female,25-30,10,10,10,10,10,10,10,10,i love the banana bungalows!. this was my 2nd time here &amp; there is always a great vibe!. rooms are awesome with your own kitchen &amp; bathroom in a 6 person dorm. close walking distance to certain sites and easy to drive anywhere from here. breakfast included is a bonus and the day / nightly activities are great!. one of my fav hostels!. 
Austria,Male,25-30,8.6,8,8,8,8,10,10,8,"that&amp;#39;s a good party hostel! cool trips, nice staff."
Germany,Female,18-24,5.7,6,6,8,4,6,2,8,"if you really need o try downtown, being on tour all day, this might be okay. else there basically atmosphere"
England,Male,25-30,10,10,10,10,10,10,10,10,great atmosphere and reall good fun. staff were really helpful and they work hard to keep everyone happy and really enjoyed the different nights of entertainment they put on. and the rooms were clean and fresh. would defiantly stay there again and highly recommend any one else to
Sweden,Couple,31-40,8.3,8,8,10,8,8,8,8,the hostel was nice with good location on the end of walk of fame. the breakfast was a bit late and one day they have forgotten to order breakfast so there were nothing to eat except cereal.
Australia,Male,18-24,8.3,8,10,10,8,8,8,6,"great fun and good choice of nightlife activities, highly recommend for your la stay."
USA,Male,18-24,10,10,10,10,10,10,10,10,awesome atmosphere here.  met a lot of people here that ended up extending because it was so good.  will always stay here while in la.
Germany,Female,25-30,6.6,6,6,8,6,6,8,6,"the hostel should change the password for the front door more often, because you get homeless and weirdos in there."
SouthKorea,Male,25-30,8.9,8,10,8,10,8,10,8,the most important thing you have to keep in mind before booking this hostel is that it is a party hostel. there a lot of activities involving a high volume of booze. i personally liked it because it's one of the reasons why i booked it. it's a bit pricy though but hostels in la are generally expensive.
Australia,Female,18-24,8.9,10,8,8,10,8,10,8,"pretty good location, easy walking distance to public transport, which i used to get around as i didn't have a car. activities every night which were great for meeting new people! "
Australia,Couple,25-30,8,8,10,6,8,8,8,8,great hostel but a little out of the way. would prefer a little closer to the action of hollywood. but the hostel itself is awesome with loads of things to do. and great people to meet.
Australia,MixedGroup,18-24,9.1,8,10,10,10,8,8,10,"very nice place to stay, would definetly come back!"
Australia,Male,18-24,7.7,8,8,8,8,6,8,8,didn't mind it here. i think the west hollywood is the more party one if you're looking for that.  location is just a few blocks away from the main stuff on hollywood blvd which is handy 
Brazil,Female,31-40,3.1,4,2,6,2,4,2,2,"there is no security in this hostel. apparently anyone comes and goes from there. the breakfast is very weak, they only give right to two slices of bread per person, there is no type of cheese. partying until midnight making it impossible to sleep early, however tired that a customer has. there is only one common bathroom. i divided the room with seven others people and was an inconvenience to use the bathroom of the room since there was no bathroom available outside the room."
England,Male,31-40,10,10,10,10,10,10,10,10,"well to kick off, on arrival this place was like a top night club, busy n bustling with life; you felt like this is the place i was looking for; a hostel with life and friendly people. this must be the best hostel i've experienced a party atmosphere in, made some good connections and friends for life; the day tour is fab and well worth the $35 for humor alone, big shout to armani the driver n all the team taking us on bar crawls. 5 star hostel n service... close to restaurants n transport"
Scotland,Male,18-24,10,10,10,10,10,10,10,10,great hostel great staff nothing to fault. will definitely be back
USA,Male,41+,7.7,8,6,10,8,8,8,6,"it's a good place to stay when you visit la with the following provisions:  you can tolerate a party hostel- with courtyard noise every night,   you can tolerate a large range of housemates. cleaning up after roomates who threw up after drinking is a regular occasion, though they were good enough people.  the rooms actually have kitchens and refrigerators in the suites, and they are kept clean enough.  they have cable tv in the suites.  the wifi works well.  filling breakfast of carbs."
Ireland,Female,18-24,9.1,8,6,10,10,10,10,10,"all over it was good but i think security could have been a little better. i know that one of my roommates had friends come and stay in the empty bunks without paying. it made me and a fellow roommate feel a bit anxious because they weren't accounted for or on the hostels records if they did anything. we probe should have reported it but we didn't want to get into anyone's bad books, still it's still an issue to consider!"
Australia,Male,18-24,9.1,10,8,10,10,8,10,8,great hostel with friendly vibe and something going on each night so be prepared for a bit of noise. having a kitchen in each room is handy and the location is great for getting around hollywood. close to the metro too if you're looking to go to downtown la.  had a broken shower head in my room but after notifying staff was fixed the following day.  no complaints
Brazil,Male,25-30,9.4,10,10,8,8,10,10,10,"it is an awesome hostel, but since it is right in hollywood and a bit far from west hollywood or downtown you may spend sometime riding a bus, metro or even with your car.   the staff is always busy but helpful and the atmosphere inside is awesome."
Australia,Female,25-30,9.7,10,8,10,10,10,10,10,"love that there are individual kitchens and bathrooms per room. excellent activities and great location just 5 mins from the walk of fame, easy access to hiking to the hollywood sign and staff were very helpful and friendly."
Spain,Male,25-30,9.1,8,10,8,10,10,10,8,best hostel i have ever stayed! great atmosphere!
Portugal,MixedGroup,25-30,8.6,8,8,10,6,10,10,8,"great place to stay. the atmosphere is great and the staff very friendly. location is also great, within walking distance from the dolby theatre and the famous hollywood sign. "
USA,Female,18-24,10,10,10,10,10,10,10,10,this is my favorite hostel by far. very cool vibes as well as kitchen inside dorm rooms. great location and entertainment during the week. i highly recommend staying here! 
Estonia,Couple,25-30,8.3,6,10,8,8,8,8,10,"it's an old motel converted into a hostel. there is a kitchen and bathroom in each hostel room which made the space very crammed, too many bunks in a tiny room! also, the kitchen wasn't best equipped, however, they offer daily free breakfast and cheap dinners on many of the nights so you don't necessarily need to cook. they organise lots of day tours and nights out, great party hostel for young people (they stop loud music at midnight so not too bad if you are interested in sleeping either)!"
Canada,Female,25-30,6.6,4,6,6,8,8,6,8,"the hostel itself is clean and secure. we had the bad luck to be in a room with the dirtiest girl i have seen. the bathroom was disgusting. we went to the office to change room, but the hostel was full. plus, there was no more bedsheet available this night.   it is a party hostel, so if you don't want any noise, choose another place. it's located 10 minutes away from the subway station, in the middle of hollywood boulevard."
Australia,Male,18-24,4.6,2,8,10,2,2,6,2,all but one member of the staff ( i would name him if i knew what it was) were so much more interested in their own problems/ stuff  didn't seem to want to help when required  the fact that the main communal area was also the carpark and the only place you could smoke made it difficult to enjoy the stuff the hostel had to offer. the large rooms were good but the beds were still jammed together  the only good thing i can see about this hostel was the fact it was so close to the walk of fame etc.
Germany,AllFemaleGroup,18-24,7.7,8,8,8,8,8,8,6,"had a nice time. good breakfast, nice rooms and cool common area."
Brazil,Female,18-24,10,10,10,10,10,10,10,10,great place! good party!!
USA,Male,18-24,7.7,6,10,8,6,10,6,8,"staff are friendly and the hostel is located within short walking distance to most of the sites in hollywood. my only complaint for this hostel is the noise level. although i was staying in la on a friday night, the party went on in the center courtyard until the early hours of the morning with music blaring and bass pumping. great pick depending on your reasons for passing through la; for me it didnt entirely match up."
Australia,Male,25-30,8.6,8,8,8,10,8,10,8,a good hostel that becomes a sort of night club on weekends so a great party hostel if you're into that. free booze on weekends too!
SouthKorea,Female,18-24,8,8,8,8,8,8,8,8,good location and friendly staff. also they gave us lots of things for traveler! this hostel is kind of pricey. but they have nice breakfast and good sociality area! 
Canada,Female,25-30,8.3,8,8,6,10,10,8,8,"i loved my stay at this hostel! the room and the bathroom was really cleaned. the breakfast was okay, not a lot of options, but it's a hostel... it was maybe a little bit far from the main attractions on hollywood boulevard, but after you figured out how the transportation works in l.a., you should be fine!    just one thing : a staff member told us that the greyhound station in downtown l.a. was really closed to the subway exite, but it was at least 15 blocks away. we almost missed our bus..."
Germany,MixedGroup,18-24,8.9,10,10,10,8,8,8,8,"nice place in an amazing location (2 min walk to walk of fame), lots of free food (nutella for breakfast :) !), spacious rooms and helpful staff. would go there again!"
Germany,AllFemaleGroup,18-24,10,10,10,10,10,10,10,10,"the best hostel i have ever been too !  there was nothing negative and i just loved it !!   the activities are great there !   if you are in la, go there !!"
Germany,Couple,25-30,10,10,10,10,10,10,10,10,good location and nice staff.
China,Male,18-24,8,8,8,10,8,10,8,4,"the hostel is very close to the walk of fame, but also sufficiently away from all the actions, so not too noisy. the staff are helpful and kind. i didn't stay for too long, but i noticed there were washing facilities, and a kitchen in the room. the only problem is that the room smelled a little bit funny (but that's what happens when you are sharing the room with a bunch of people i guess...), and there were an army of cockroaches to greet you in the bathroom and the kitchen."
Australia,Female,18-24,10,10,10,10,10,10,10,10,"it was a great hostel! they had so much to offer like bbq's, tour's and much more. it was a very relaxed atmosphere and i felt like i had gotten to know everyone so well!"
NewZealand,Male,18-24,8.3,8,10,8,8,8,8,8,"was a fine place to stay. it is a fair walk down the boulevard to get to west hollywood but that is to be expected. don't get confused between the hollywood and west hollywood bungalows. both are fine, but west hollywood had better parties."
England,Male,25-30,9.1,8,10,8,8,10,10,10,good friendly hostel something on every night staff are great would deffo stay again
USA,MixedGroup,18-24,9.4,10,8,10,10,10,10,8,the staff was super awesome!
Canada,Male,18-24,9.1,10,8,10,10,8,10,8,"very convenient location. close to highway for travel to universal and beaches, prime spot for the hollywood walk of fame.  there was night activities at the hostel every night."
Germany,Female,18-24,9.1,8,8,10,8,10,10,10,great hostel with lots of ongoing activities! great if you want to meet other travellers - the staff makes for a very open and friendly atmosphere!
Brazil,Female,25-30,10,10,10,10,10,10,10,10,"great staff, great location!"
Germany,Male,25-30,6.6,8,6,8,6,6,6,6,"not much to say, overall it was ok. no lockers though and pretty low security on who can enter and leave the property. "
Mexico,Male,25-30,9.1,10,8,10,10,8,10,8,"this place is really well located, clean and with a good atmosphere. it has wi-fi and common areas so it is really nice to be around. can't wait to come back."
China,Female,25-30,8,8,8,8,8,8,8,8,good hostel. recommended. people are nice and friendly. they are happy to give suggestions and helps
Uruguay,Male,25-30,9.4,10,8,10,10,10,10,8,"great location, friendly staff and chill vibe, if i come back to la, this would be the spot."
Australia,Female,18-24,7.7,8,8,8,8,6,8,8,"great choice of hostel, really close to the boulevard. clean, secure and lots of stuff to do at the hostel. no complaints!"
Canada,Female,18-24,10,10,10,10,10,10,10,10,"banana bungalow is great! people are nice and the rooms clean with kitchen and bathroom. my favourite hostel by far, recommend it!"
Colombia,Male,25-30,8.6,10,8,8,8,8,10,8,is a place more likely for youth. awesome atmosphere
NewZealand,Female,18-24,8.9,10,8,8,8,10,10,8,"had a great time at the banana bungalow, there was heaps of opportunities to make friends and they had a wide range of activities to sign up for at a great price. lots of free dinners and beer, would recommend especially to a single traveller or if you don't have a car as they do lots of trips to popular spots on the cheap"
USA,Female,25-30,10,10,10,10,10,10,10,10,i really enjoyed my stay at banana bungalow. very chill and relaxing environment and the staff was super nice and friendly! would come back here again!
Australia,Female,18-24,8.3,8,8,8,8,10,8,8,staff were excellent in encouraging group activities for the night which is great when you're travelling solo. good location. 
Germany,Male,18-24,9.4,8,10,10,10,10,10,8,"very friendly and always helping staff, the dinners are amazing and so are the social events at night!"
Australia,Female,25-30,9.1,10,8,10,8,10,10,8,"great place to stay - clean, comfortable rooms with lots of included activities"
China,Female,18-24,10,10,10,10,10,10,10,10,i booked a 4-bed room but realized that there are in fact 2 rooms linked together to share one bathroom and a kitchen. it's nice to have a tv in the room but sometimes it can be noisy if people in another room are chatting and watching tv. it is convenient to go to nearby metro station and only 2 metro stations away from universal studios.
Bangladesh,Male,31-40,9.1,8,10,8,10,8,10,10,"great location in hollywood, next to metro station and all iconic things of hollywood are within walking distance on the same street. facilities are clean, staffs are friendly. nice hostel"
England,Female,18-24,10,10,10,10,10,10,10,10,"could not recommend this hostel more, i had the best time here, everything is amazing, except could do with a swimming pool and duvets in winter! big shout out to armani (apologies if i have spelt that wrong!), best driver ever! stay here and get involved!"
England,Female,18-24,10,10,10,10,10,10,10,10,"the best thing about this hostel for me was the social atmosphere, as i came to la for the first time as a solo traveller for only a few nights. something was going on almost every night, so i got the chance to meet lots of other people. in particular the wine tasting evening and free taco/karaoke night was surprisingly fun (beforehand i could only picture it being somewhat cringe-worthy), helped along by free drinks! i found the staff to be friendly and helpful, and a good laugh to boot!"
Finland,Female,25-30,5.4,4,8,8,4,6,6,2,"this hostel is full of mold. me and my friend got really sick (really sore throats, hard to breathe) after the first night and were sick the whole time (5 days). the symptoms were familiar and we got better soon after we left the hostel. also our room mates got sick and they didn't have the flu either.  the free breakfast was allright: toast, jam, peanut butter, nutella, fruits, oatmeel, tea, coffee, juice. the parties were ok and it's also a good thing that there's food every night (not free)."
England,Female,18-24,8.3,8,8,8,8,8,10,8,"great hostel. rooms have own bathroom and kitchen which is so useful. shower was good. wifi didnt reach our room on second floor very well and was slow at peak times but good in common areas. breakfast was great, as were free tacos for dinner. lively and loud hostel great location for hollywood and easy access to bus services/station."
Argentina,Female,18-24,9.7,10,8,10,10,10,10,10,super mellow helpful staff. amazing common areas and great activities offered
Netherlands,Female,25-30,8.6,8,8,10,10,8,8,8,"i only stayed here one night coming straight from the airport (intercontinental flight) so i mainly used it for sleeping. but the rooms were awesome with ensuite bathroom and kitchen, never seen that before in a hostel. the bed was squeeky but comfortable. they seemed to offer a lot of activities but i didn't look into them very well. would come back here"
England,Female,25-30,9.4,10,8,10,8,10,10,10,"brilliant hostel. one of the best ive stayed in!   lively atmosphere, free food, kitchens in the rooms, what more can you want?!     wouldn't do some of their tours / shuttles, can get to all of the places offered cheaper on public transport (just may take a little longer)"
France,Female,18-24,8.3,10,8,8,8,8,8,8,"first time in hollywood, i already went in west hollywood and i loved it. i love it in hollywood too, clean, nice staff, if i'm going in la again, i will go there! fiew blocks from hollywood boulevard where the names of famous people are. really good breakfast, i mean for me the toast and tea and coffe were enough, but you have cereal and milk too."
Argentina,Female,31-40,7.4,10,6,10,6,8,6,6,"it was not a bad hostel. it is closer to the walk of fame and the chinese theatre.  however, music was loud and all the rooms windows go to the patio, where all people are listening to music or talking until long hours, so it may be hard to sleep with the noise. the parking is free but you need to leave the keys with them. breakfast was decent."
France,Female,18-24,7.7,8,8,8,8,8,8,6,"very nice hostel if you want to party and have fun, a bit loud if you want to have a good rest during the night. lots of activities organized like parties, dinners, etc. good location to visit hollywood boulevard, runyon canyon park and griffith park. neighborhood quiet during the day and, let's say ""lively"" during the night, but still safe. very nice and helpful staff with a lot of facilities (like printers, towels, breakfast, etc). no big lockers available though !"
Switzerland,Male,25-30,9.4,10,10,10,10,8,8,10,"one of the best hostels i stayed so far regarding to facilities, location and value for money. the hotel is a 5 min walk away from the metro and the hollywood walk of fame. prices are low for the us and the dorm i was in has its own bathroom (roomy and clean) and its own kitchen! the hostel proposes many activities every day, however not a lot of people sign in. the inner court is nice even though music is a bit loud in the evening."
Australia,Female,18-24,8,6,10,6,10,6,8,10,"not the best location.. yes it's on hollywood boulevard but its a good 25/30 minutes walk to get to the main section.. but otherwise, i liked this place. the rooms were nice and homy, with a kitchen and a good bathroom. some staff friendly, some not so much. good vibes though, party atmosphere but not obnoxious, and very secure. breakfast very basic."
Spain,Female,25-30,9.1,10,8,8,8,10,10,10,"very nice hostel: clean, nice staff, and tasty breakfast. good value for money in the area of hollywood. it's in the opposite part of the walk of fame, far from the crowded areas of hollywood boulevard, which made me feel slightly insecure at night. but, in general it was good.    ah, another thing is that there are parties held in the outdoor common areas in the hostel, so it's a bit noisy at night. i used earplugs!"
